Defocus,Resolution (nm)
-3.3450726675620237e-06,4.833984375
-3.2405391467007106e-06,4.77294921875
-3.1360056258393975e-06,4.69970703125
-3.031472104978084e-06,4.614257812500001
-2.9269385841167708e-06,4.528808593750001
-2.8224050632554576e-06,4.443359375000001
-2.717871542394144e-06,4.3701171875
-2.613338021532831e-06,4.272460937500001
-2.508804500671518e-06,4.174804687500001
-2.4042709798102047e-06,4.0771484375
-2.2997374589488915e-06,3.9672851562500004
-2.195203938087578e-06,3.8574218750000004
-2.090670417226265e-06,3.7597656250000004
-1.9861368963649517e-06,3.6376953125
-1.8816033755036384e-06,3.50341796875
-1.777069854642325e-06,3.3935546875000004
-1.6725363337810119e-06,3.271484375
-1.5680028129196987e-06,3.1494140625000004
-1.4634692920583854e-06,3.02734375
-1.358935771197072e-06,2.9052734375000004
-1.254402250335759e-06,2.79541015625
-1.1498687294744458e-06,2.685546875
-1.0453352086131322e-06,2.6000976562500004
-9.408016877518191e-07,2.5024414062500004
-8.362681668905059e-07,2.4291992187500004
-7.317346460291928e-07,2.34375
-6.272011251678797e-07,2.28271484375
-5.226676043065661e-07,2.2216796875000004
-4.1813408344525297e-07,2.1606445312500004
-3.1360056258393983e-07,2.11181640625
-2.0906704172262627e-07,2.0874023437500004
-1.0453352086131314e-07,2.0385742187500004
0.0,2.01416015625
1.0453352086131314e-07,2.0019531250000004
2.0906704172262627e-07,1.9775390625
3.1360056258393983e-07,1.9775390625
4.1813408344525297e-07,1.9531250000000002
5.226676043065665e-07,1.9531250000000002
6.272011251678797e-07,1.9775390625
7.317346460291928e-07,1.9775390625
8.362681668905059e-07,2.0019531250000004
9.408016877518191e-07,2.0385742187500004
1.0453352086131322e-06,2.06298828125
1.1498687294744453e-06,2.099609375
1.2544022503357593e-06,2.1484375
1.3589357711970725e-06,2.20947265625
1.4634692920583856e-06,2.2705078124999996
1.5680028129196987e-06,2.34375
1.6725363337810119e-06,2.4169921875
1.777069854642325e-06,2.5146484375
1.8816033755036381e-06,2.6123046875
1.9861368963649513e-06,2.7099609375000004
2.0906704172262644e-06,2.83203125
2.1952039380875784e-06,2.9541015625
2.2997374589488915e-06,3.1005859375
2.4042709798102047e-06,3.2470703125000004
2.508804500671518e-06,3.369140625
2.613338021532831e-06,3.52783203125
2.717871542394144e-06,3.67431640625
2.8224050632554572e-06,3.8208007812500004
2.926938584116771e-06,3.955078125
3.0314721049780843e-06,4.1015625
3.1360056258393975e-06,4.2236328125
3.2405391467007106e-06,4.345703125
3.3450726675620237e-06,4.455566406250001
