T (K),FWHM
662.6843373493975,0.3489489489489488
666.6999999999999,0.3503503503503502
670.7156626506023,0.35175175175175166
674.7313253012047,0.3531531531531531
678.7469879518071,0.3531531531531531
682.7626506024096,0.35455455455455454
686.778313253012,0.3573573573573574
690.7939759036144,0.3573573573573574
694.8096385542168,0.35875875875875884
698.8253012048192,0.3601601601601603
702.8409638554216,0.3615615615615617
706.856626506024,0.3615615615615617
710.8722891566265,0.3643643643643646
714.8879518072289,0.365765765765766
718.9036144578313,0.365765765765766
722.9192771084337,0.3671671671671666
726.9349397590361,0.3685685685685689
730.9506024096385,0.36996996996996945
734.9662650602409,0.3713713713713709
738.9819277108433,0.3727727727727732
742.9975903614458,0.37417417417417376
747.0132530120482,0.3755755755755761
751.0289156626505,0.3755755755755761
755.0445783132529,0.37697697697697663
759.0602409638553,0.3797797797797795
763.0759036144577,0.38118118118118094
767.0915662650601,0.3825825825825824
771.1072289156626,0.3825825825825824
775.122891566265,0.3839839839839838
779.1385542168674,0.38538538538538525
783.1542168674698,0.3867867867867867
787.1698795180722,0.38958958958958956
791.1855421686746,0.38958958958958956
795.201204819277,0.390990990990991
799.2168674698794,0.39239239239239243
803.2325301204819,0.39379379379379387
807.2481927710843,0.3951951951951953
811.2638554216867,0.3951951951951953
815.2795180722891,0.39659659659659674
819.2951807228915,0.3993993993993996
823.3108433734939,0.40080080080080105
827.3265060240963,0.4022022022022025
831.3421686746987,0.4036036036036039
835.3578313253012,0.40500500500500536
839.3734939759036,0.40500500500500536
843.389156626506,0.4064064064064068
847.4048192771083,0.40780780780780823
851.4204819277107,0.40920920920920967
855.4361445783131,0.4106106106106102
859.4518072289155,0.413413413413414
863.467469879518,0.4148148148148145
867.4831325301204,0.41621621621621685
871.4987951807228,0.4176176176176174
875.5144578313252,0.4176176176176174
879.5301204819276,0.41901901901901883
883.54578313253,0.42042042042042027
887.5614457831324,0.4218218218218217
891.5771084337348,0.42322322322322314
895.5927710843373,0.4246246246246246
899.6084337349397,0.426026026026026
903.6240963855421,0.42742742742742745
907.6397590361445,0.4288288288288289
911.6554216867469,0.4302302302302303
915.6710843373493,0.4330330330330332
919.6867469879517,0.43443443443443464
923.7024096385542,0.43583583583583607
927.7180722891566,0.4372372372372375
931.733734939759,0.43863863863863894
935.7493975903614,0.4400400400400404
939.7650602409637,0.4414414414414418
943.7807228915661,0.44284284284284325
947.7963855421685,0.4442442442442447
951.8120481927709,0.4456456456456461
955.8277108433734,0.44704704704704756
959.8433734939758,0.4484484484484481
963.8590361445782,0.44984984984985044
967.8746987951806,0.451251251251251
971.890361445783,0.4526526526526533
975.9060240963854,0.45405405405405386
979.9216867469878,0.4554554554554562
983.9373493975903,0.45685685685685673
987.9530120481927,0.45825825825825817
991.9686746987951,0.4596596596596596
995.9843373493975,0.46106106106106104
1000.0,0.4624624624624625
