Defocus,Resolution (nm)
-3.3450726675620237e-06,5.395507812500001
-3.238879884464817e-06,5.346679687500001
-3.1326871013676095e-06,5.273437500000001
-3.0264943182704022e-06,5.212402343750001
-2.9203015351731953e-06,5.1513671875
-2.8141087520759885e-06,5.09033203125
-2.707915968978781e-06,5.01708984375
-2.601723185881574e-06,4.931640625000001
-2.495530402784367e-06,4.858398437500001
-2.38933761968716e-06,4.77294921875
-2.2831448365899527e-06,4.6875
-2.1769520534927454e-06,4.602050781250001
-2.0707592703955385e-06,4.528808593750001
-1.9645664872983317e-06,4.43115234375
-1.8583737042011243e-06,4.345703125000001
-1.7521809211039172e-06,4.260253906250001
-1.6459881380067101e-06,4.174804687500001
-1.539795354909503e-06,4.08935546875
-1.433602571812296e-06,4.003906250000001
-1.3274097887150886e-06,3.9062500000000004
-1.2212170056178818e-06,3.8330078125000004
-1.1150242225206749e-06,3.7353515625000004
-1.0088314394234676e-06,3.64990234375
-9.026386563262602e-07,3.5522460937500004
-7.964458732290534e-07,3.466796875
-6.902530901318465e-07,3.35693359375
-5.840603070346392e-07,3.2592773437500004
-4.778675239374318e-07,3.16162109375
-3.7167474084022495e-07,3.0517578125000004
-2.6548195774301807e-07,2.9418945312500004
-1.5928917464581076e-07,2.81982421875
-5.3096391548603444e-08,2.7099609375000004
5.3096391548603444e-08,2.6000976562500004
1.5928917464581033e-07,2.4780273437500004
2.6548195774301764e-07,2.38037109375
3.7167474084022495e-07,2.28271484375
4.778675239374318e-07,2.18505859375
5.840603070346387e-07,2.11181640625
6.902530901318465e-07,2.0385742187500004
7.964458732290534e-07,1.9775390625
9.026386563262602e-07,1.9287109375000002
1.0088314394234671e-06,1.89208984375
1.115024222520674e-06,1.8554687500000002
1.2212170056178818e-06,1.8432617187500002
1.3274097887150886e-06,1.8310546875000002
1.4336025718122955e-06,1.8310546875000002
1.5397953549095033e-06,1.8554687500000002
1.6459881380067101e-06,1.8798828125000002
1.752180921103917e-06,1.9165039062500002
1.858373704201124e-06,1.9653320312500002
1.964566487298331e-06,2.01416015625
2.0707592703955385e-06,2.0874023437500004
2.1769520534927454e-06,2.18505859375
2.2831448365899523e-06,2.28271484375
2.38933761968716e-06,2.40478515625
2.495530402784367e-06,2.52685546875
2.601723185881574e-06,2.6733398437500004
2.7079159689787807e-06,2.8076171875000004
2.8141087520759876e-06,2.9541015625
2.9203015351731953e-06,3.1005859375
3.0264943182704022e-06,3.2592773437500004
3.132687101367609e-06,3.3935546875
3.238879884464817e-06,3.5156250000000004
3.3450726675620237e-06,3.64990234375
