Defocus,Resolution (nm)
-2.844914711875363e-07,2.9052734375000004
-2.754599959117415e-07,2.89306640625
-2.664285206359467e-07,2.89306640625
-2.573970453601519e-07,2.8686523437500004
-2.483655700843571e-07,2.8686523437500004
-2.393340948085623e-07,2.8564453125
-2.3030261953276746e-07,2.84423828125
-2.2127114425697266e-07,2.83203125
-2.1223966898117786e-07,2.81982421875
-2.0320819370538306e-07,2.81982421875
-1.9417671842958826e-07,2.8076171875000004
-1.8514524315379343e-07,2.79541015625
-1.7611376787799863e-07,2.783203125
-1.6708229260220383e-07,2.7709960937500004
-1.5805081732640903e-07,2.7709960937500004
-1.4901934205061423e-07,2.7587890625
-1.3998786677481943e-07,2.74658203125
-1.3095639149902463e-07,2.7343750000000004
-1.2192491622322983e-07,2.72216796875
-1.1289344094743503e-07,2.72216796875
-1.0386196567164023e-07,2.6977539062500004
-9.48304903958454e-08,2.6977539062500004
-8.57990151200506e-08,2.685546875
-7.67675398442558e-08,2.6733398437500004
-6.7736064568461e-08,2.6733398437500004
-5.87045892926662e-08,2.6489257812500004
-4.96731140168714e-08,2.6489257812500004
-4.0641638741076575e-08,2.6489257812500004
-3.1610163465281775e-08,2.6367187500000004
-2.2578688189486974e-08,2.62451171875
-1.3547212913692174e-08,2.6123046875
-4.515737637897374e-09,2.6123046875
4.515737637897427e-09,2.6000976562500004
1.3547212913692227e-08,2.587890625
2.2578688189487027e-08,2.57568359375
3.161016346528183e-08,2.5634765625000004
4.064163874107663e-08,2.55126953125
4.967311401687143e-08,2.55126953125
5.870458929266623e-08,2.5390625000000004
6.773606456846103e-08,2.52685546875
7.676753984425583e-08,2.5146484375
8.579901512005068e-08,2.5024414062500004
9.483049039584548e-08,2.5024414062500004
1.0386196567164028e-07,2.490234375
1.1289344094743508e-07,2.490234375
1.2192491622322988e-07,2.4780273437500004
1.3095639149902468e-07,2.4780273437500004
1.3998786677481948e-07,2.4658203125000004
1.4901934205061428e-07,2.45361328125
1.5805081732640908e-07,2.44140625
1.6708229260220388e-07,2.4291992187500004
1.7611376787799868e-07,2.4169921875
1.8514524315379349e-07,2.40478515625
1.9417671842958829e-07,2.40478515625
2.0320819370538314e-07,2.40478515625
2.1223966898117789e-07,2.3925781250000004
2.2127114425697274e-07,2.38037109375
2.3030261953276749e-07,2.38037109375
2.3933409480856234e-07,2.3681640625000004
2.483655700843571e-07,2.35595703125
2.5739704536015194e-07,2.34375
2.664285206359467e-07,2.3315429687500004
2.7545999591174154e-07,2.3315429687500004
2.844914711875363e-07,2.3315429687500004
